[DEBUG parseFuncDecl] nameToken=compaction_worker_shim, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_get_free_offset, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_get_tuple_end, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_get_slot_count, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_get_flags, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_free_space, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=slot_byte_offset, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=slot_get_tuple_offset, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=slot_get_tuple_length, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=slot_write, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_read_tuple, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_read_tuple_string, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_is_full, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_live_count, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_used_bytes, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_insert, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_delete, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_slot_is_alive, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_update, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=page_defragment, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_hash1, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_hash2, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_add, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_check, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_serialize_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_serialize, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=bloom_deserialize, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=nitpick_libc_thread_spawn, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_worker_loop, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_worker_start, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_signal_l0, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_signal_shutdown, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_next, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=merge_iter_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compact_level, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compact_l0_to_l1, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_total, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_bytes_written, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=compaction_stats_records_merged, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=maybe_compact, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_create, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_size, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_is_empty, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_swap, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_less, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_up, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_down, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_push, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_record, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_iter_idx, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop_key, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=heap_pop, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_node_make, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_arena_init, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_arena_alloc, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=ast_arena_destroy, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=streq, peek()==, type=168
[DEBUG parseFuncDecl] nameToken=parse_filter, peek()==, type=168
